playerId,season,name,team,position,situation,games_played,icetime,xGoals,goals,unblocked_shot_attempts,xRebounds,rebounds,xFreeze,freeze,xOnGoal,ongoal,xPlayStopped,playStopped,xPlayContinuedInZone,playContinuedInZone,xPlayContinuedOutsideZone,playContinuedOutsideZone,flurryAdjustedxGoals,lowDangerShots,mediumDangerShots,highDangerShots,lowDangerxGoals,mediumDangerxGoals,highDangerxGoals,lowDangerGoals,mediumDangerGoals,highDangerGoals,blocked_shot_attempts,penalityMinutes,penalties
8466141,2009,Roberto Luongo,VAN,G,all,68,231582.0,165.06,167.0,3421.0,129.59,90.0,414.31,484.0,1867.6,1915.0,64.27,53.0,1053.7,791.0,786.17,1007.0,159.72,1984.0,487.0,140.0,57.49,59.12,48.45,49.0,64.0,54.0,810.0,0.0,0.0
8466141,2009,Roberto Luongo,VAN,G,5on5,68,175294.0,106.72,104.0,2529.0,90.47,64.0,320.49,365.0,1385.37,1420.0,46.97,39.0,775.89,568.0,598.37,790.0,104.06,1518.0,352.0,67.0,45.7,42.47,18.55,38.0,43.0,23.0,592.0,0.0,0.0
8466141,2009,Roberto Luongo,VAN,G,4on5,68,22722.0,40.87,47.0,606.0,28.77,19.0,64.83,84.0,320.14,326.0,1.41,0.0,200.84,154.0,104.82,132.0,38.62,317.0,81.0,53.0,6.73,9.91,24.22,9.0,12.0,26.0,155.0,0.0,0.0
8466141,2009,Roberto Luongo,VAN,G,5on4,68,23078.0,4.69,5.0,79.0,2.32,0.0,6.75,5.0,49.92,58.0,12.35,10.0,14.57,13.0,38.12,44.0,4.68,49.0,14.0,5.0,1.41,1.92,1.36,0.0,4.0,1.0,11.0,0.0,0.0
8471227,2009,Devan Dubnyk,EDM,G,other,19,2221.0,5.65,7.0,65.0,2.77,3.0,7.08,5.0,37.95,36.0,0.83,3.0,20.89,14.0,13.32,20.0,5.41,31.0,13.0,7.0,1.11,1.79,2.74,2.0,2.0,3.0,14.0,0.0,0.0
8471227,2009,Devan Dubnyk,EDM,G,all,19,64526.0,56.37,64.0,1144.0,43.19,35.0,135.58,131.0,612.27,579.0,15.79,13.0,347.77,315.0,247.89,287.0,54.18,629.0,180.0,41.0,19.03,21.83,15.5,21.0,26.0,17.0,294.0,0.0,0.0
8471227,2009,Devan Dubnyk,EDM,G,5on5,19,50589.0,36.83,41.0,865.0,30.95,27.0,106.43,103.0,461.96,437.0,12.4,9.0,259.88,237.0,193.39,218.0,35.71,480.0,143.0,19.0,14.57,17.08,5.18,15.0,22.0,4.0,223.0,0.0,0.0
8471227,2009,Devan Dubnyk,EDM,G,4on5,19,5855.0,13.34,16.0,201.0,9.14,5.0,20.99,21.0,104.05,99.0,0.4,0.0,64.57,62.0,34.79,42.0,12.51,108.0,24.0,14.0,3.08,2.96,7.3,4.0,2.0,10.0,55.0,0.0,0.0
8471227,2009,Devan Dubnyk,EDM,G,5on4,19,5861.0,0.55,0.0,13.0,0.33,0.0,1.08,2.0,8.31,7.0,2.15,1.0,2.44,2.0,6.38,7.0,0.55,10.0,0.0,1.0,0.27,0.0,0.28,0.0,0.0,0.0,2.0,0.0,0.0
8471186,2009,Yann Danis,N.J,G,other,12,394.0,0.84,0.0,13.0,0.51,0.0,1.07,3.0,6.39,6.0,0.1,0.0,4.23,2.0,2.14,3.0,0.83,4.0,5.0,0.0,0.16,0.68,0.0,0.0,0.0,0.0,4.0,0.0,0.0
8471186,2009,Yann Danis,N.J,G,all,12,28039.0,19.7,16.0,411.0,14.08,16.0,49.02,40.0,217.09,207.0,6.92,10.0,117.99,92.0,96.07,135.0,19.23,212.0,75.0,17.0,6.08,8.86,4.76,5.0,4.0,7.0,107.0,0.0,0.0
8471186,2009,Yann Danis,N.J,G,5on5,12,23007.0,14.01,10.0,330.0,10.74,13.0,41.13,29.0,175.03,166.0,5.87,9.0,94.03,79.0,79.42,113.0,13.67,182.0,53.0,10.0,5.09,6.16,2.75,2.0,4.0,4.0,85.0,0.0,0.0
8471186,2009,Yann Danis,N.J,G,4on5,12,2302.0,3.89,5.0,59.0,2.52,2.0,5.84,6.0,28.96,27.0,0.04,0.0,17.77,11.0,9.97,14.0,3.78,21.0,15.0,5.0,0.69,1.76,1.43,3.0,0.0,2.0,18.0,0.0,0.0
8471186,2009,Yann Danis,N.J,G,5on4,12,2336.0,0.97,1.0,9.0,0.31,1.0,0.97,2.0,6.72,8.0,0.91,1.0,1.96,0.0,4.53,5.0,0.94,5.0,2.0,2.0,0.14,0.26,0.58,0.0,0.0,1.0,0.0,0.0,0.0
8469608,2009,Mike Smith,T.B,G,other,42,5541.0,7.64,12.0,125.0,4.8,2.0,13.88,15.0,71.01,76.0,1.87,0.0,40.04,28.0,31.38,41.0,6.91,72.0,23.0,5.0,2.7,2.73,2.22,5.0,5.0,2.0,25.0,0.0,0.0
8469608,2009,Mike Smith,T.B,G,all,42,136053.0,107.62,117.0,2074.0,78.76,80.0,246.34,274.0,1121.6,1165.0,34.44,31.0,620.01,471.0,474.13,584.0,103.44,1139.0,319.0,105.0,35.63,37.38,34.61,34.0,40.0,43.0,511.0,14.0,7.0
8469608,2009,Mike Smith,T.B,G,5on5,42,105429.0,71.78,78.0,1550.0,56.03,58.0,193.0,213.0,838.7,869.0,26.21,17.0,463.35,350.0,360.71,446.0,69.77,875.0,234.0,63.0,27.5,27.03,17.25,26.0,26.0,26.0,378.0,4.0,2.0
8469608,2009,Mike Smith,T.B,G,4on5,42,13195.0,23.21,24.0,338.0,15.94,14.0,34.18,43.0,173.97,183.0,0.64,1.0,106.19,82.0,55.85,71.0,22.16,162.0,51.0,28.0,4.58,6.09,12.53,3.0,8.0,13.0,97.0,8.0,4.0
8469608,2009,Mike Smith,T.B,G,5on4,42,11888.0,4.96,3.0,60.0,1.95,6.0,5.11,3.0,37.13,37.0,5.57,13.0,10.22,11.0,25.69,25.0,4.57,29.0,11.0,9.0,0.82,1.53,2.61,0.0,1.0,2.0,11.0,2.0,1.0
8462161,2009,Brent Johnson,PIT,G,other,23,2712.0,4.17,3.0,67.0,2.5,2.0,7.28,5.0,36.13,33.0,1.38,0.0,18.03,17.0,14.88,20.0,4.0,30.0,15.0,3.0,0.91,1.86,1.4,1.0,1.0,1.0,19.0,0.0,0.0
8462161,2009,Brent Johnson,PIT,G,all,23,66488.0,51.03,51.0,999.0,36.93,48.0,119.91,100.0,538.03,541.0,19.18,20.0,288.72,217.0,220.12,303.0,49.41,545.0,141.0,48.0,16.24,17.8,16.98,13.0,19.0,19.0,265.0,0.0,0.0
8462161,2009,Brent Johnson,PIT,G,5on5,23,50162.0,31.73,36.0,728.0,25.85,33.0,93.17,80.0,396.96,407.0,13.62,16.0,216.22,160.0,164.12,225.0,30.83,424.0,96.0,24.0,12.87,11.99,6.87,11.0,15.0,10.0,184.0,0.0,0.0
8462161,2009,Brent Johnson,PIT,G,4on5,23,6848.0,13.28,12.0,173.0,7.61,12.0,17.23,14.0,85.5,84.0,0.72,2.0,48.76,34.0,26.39,42.0,12.74,73.0,24.0,19.0,2.01,3.1,8.18,1.0,3.0,8.0,57.0,0.0,0.0
8462161,2009,Brent Johnson,PIT,G,5on4,23,6766.0,1.84,0.0,31.0,0.97,1.0,2.23,1.0,19.45,17.0,3.47,2.0,5.71,6.0,14.73,16.0,1.83,18.0,6.0,2.0,0.45,0.86,0.53,0.0,0.0,0.0,5.0,0.0,0.0
8469732,2009,Joey MacDonald,TOR,G,other,6,357.0,0.14,1.0,6.0,0.13,0.0,0.67,2.0,2.86,4.0,0.14,0.0,1.27,0.0,1.7,1.0,0.14,4.0,0.0,0.0,0.14,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0
8469732,2009,Joey MacDonald,TOR,G,all,6,19129.0,12.31,17.0,299.0,11.02,9.0,35.8,29.0,161.82,157.0,5.84,13.0,89.45,75.0,68.31,89.0,12.07,178.0,33.0,11.0,4.79,4.04,3.48,4.0,6.0,7.0,77.0,0.0,0.0
8469732,2009,Joey MacDonald,TOR,G,5on5,6,14537.0,7.67,8.0,212.0,7.5,5.0,27.54,25.0,117.15,115.0,4.43,11.0,65.24,53.0,49.33,67.0,7.55,133.0,23.0,5.0,3.55,2.93,1.19,2.0,3.0,3.0,51.0,0.0,0.0
8469732,2009,Joey MacDonald,TOR,G,4on5,6,2342.0,3.62,8.0,66.0,2.92,4.0,6.55,2.0,32.57,31.0,0.23,0.0,20.21,19.0,10.66,12.0,3.5,32.0,8.0,5.0,0.72,0.85,2.05,1.0,3.0,4.0,21.0,0.0,0.0
8469732,2009,Joey MacDonald,TOR,G,5on4,6,1893.0,0.88,0.0,15.0,0.47,0.0,1.04,0.0,9.24,7.0,1.04,2.0,2.72,3.0,6.62,9.0,0.87,9.0,2.0,1.0,0.38,0.25,0.24,0.0,0.0,0.0,3.0,0.0,0.0
8471781,2009,Jeremy Duchesne,PHI,G,other,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8471781,2009,Jeremy Duchesne,PHI,G,all,1,1004.0,0.27,1.0,6.0,0.2,0.0,0.59,1.0,2.88,4.0,0.43,1.0,1.71,1.0,1.16,1.0,0.27,2.0,2.0,0.0,0.06,0.2,0.0,1.0,0.0,0.0,2.0,0.0,0.0
8471781,2009,Jeremy Duchesne,PHI,G,5on5,1,723.0,0.23,1.0,5.0,0.14,0.0,0.46,1.0,2.23,3.0,0.36,0.0,1.19,1.0,0.92,0.0,0.23,1.0,2.0,0.0,0.02,0.2,0.0,1.0,0.0,0.0,2.0,0.0,0.0
